"2023-10-22 17:47:06","0.08147409","0.038408123","-0.07941242"
"2023-10-22 17:47:07","-0.55863583","0.1395826","0.1909716"
"2023-10-22 17:47:08","-1.3822343","0.23021966","0.14698933"
"2023-10-22 17:47:09","-1.6829325","-0.03046688","0.32612544"
"2023-10-22 17:47:10","-1.4742458","0.021914775","0.3414734"
"2023-10-22 17:47:11","0.13965896","0.14912736","-0.3668243"
"2023-10-22 17:47:12","1.7030146","-0.14332415","0.5554288"
"2023-10-22 17:47:13","-0.4819723","-0.15256348","0.0012217296"
"2023-10-22 17:47:14","1.4167482","-0.07979421","-0.28061602"
"2023-10-22 17:47:15","-1.0206786","0.09521855","0.53916454"
"2023-10-22 17:47:16","-0.032070402","-0.05948296","-0.09277509"
"2023-10-22 17:47:17","0.5920807","-0.0015271619","-0.2551124"
"2023-10-22 17:47:18","-0.5989529","0.1277471","0.32223117"
"2023-10-22 17:47:19","-0.60781044","0.3351357","0.28832817"
"2023-10-22 17:47:20","-0.8588759","0.023900084","0.31261006"
"2023-10-22 17:47:21","0.24671301","0.36636615","0.565279"
"2023-10-22 17:47:22","0.11950042","-0.52297664","-0.44730574"
"2023-10-22 17:47:23","-0.9386701","-0.26290092","0.19326234"
"2023-10-22 17:47:24","-0.09155336","-0.08590286","0.027717989"
"2023-10-22 17:47:25","1.7565417","0.30902123","-0.03940078"
"2023-11-06 09:52:13","-0.06421716","0.40553784","0.2367101"
"2023-11-06 09:52:14","0.009850195","-0.22456917","-0.10430516"
"2023-11-06 09:52:15","0.16760603","-0.252898","1.470657"
"2023-11-06 09:52:16","1.8513784","-0.97425294","-0.3982075"
"2023-11-06 09:52:17","2.5933502","0.8887319","0.6540835"
"2023-11-06 09:52:18","-0.027412556","-0.46440995","-0.61796606"
"2023-11-06 09:52:19","-1.5615231","-0.2690096","0.2314414"
"2023-11-06 09:52:20","0.51419544","-0.6601158","-0.60315263"
"2023-11-06 09:52:21","-0.042989608","-0.7684679","-0.5614611"
"2023-11-06 09:52:22","-0.6306415","-0.7179188","-0.9946406"
